OCCRNC_YEAR,OCCRNC_MM,OCCRNC_VIRS,OCCRNC_CNT,PATNT_CNT,OCCRNC_IND,HOL_DUR,HOL_IND,CPI_VALUE,WTHR_AVG_TEMP,WTHR_AVG_H_TEMP,WTHR_AVG_L_TEMP,WTHR_AVG_PRECIP,WTHR_AVG_WNDSPD,WTHR_MX_WNDSPD,WTHR_AVG_PRESS,WTHR_MX_PRESS,WTHR_MN_PRESS,WTHR_AVG_SEA_PRESS,WTHR_MX_SEA_PRESS,WTHR_MN_SEA_PRESS,WTHR_AVG_RHUM,WTHR_MN_RHUM,WTHR_SUM_SUNHR,FST_CNT,FST_IND,POP_GEN_CNT,POP_ELM_CNT,POP_MID_CNT,POP_HIGH_CNT,POP_60P_CNT,POP_ELM_RATIO,POP_MID_RATIO,POP_HIGH_RATIO,POP_60P_RATIO,POP_DENS,GMS_LIC_CNT
2020,1,원충,1.0,3.0,1,4,1,100.09,2.5,7.4,-1.5,83.7,1.7,26.6,1017.7,1028.4,995.7,1023.6,1034.7,1001.4,68,9,157.1,18,1,51847509.0,2793368.0,1388326.0,1454533.0,11850618.0,0.058180809,0.028916323,0.030295295,0.246826966,516.3446586,201
2020,12,자연독,0.0,0.0,0,3,1,100.33,0.4,5.9,-4.4,7.8,1.8,27.5,1020.7,1031.6,1008.4,1026.7,1037.8,1014.3,60,3,202.7,0,0,51829023.0,2771049.0,1415220.0,1403287.0,12446546.0,0.057715945,0.029476476,0.029227933,0.259239069,516.1605582,168
2020,11,자연독,0.0,0.0,0,0,0,100.09,8.5,14.2,3.4,40.8,1.7,19.7,1019.4,1030.4,999.3,1025.1,1036.6,1004.8,65,6,185.0,0,0,51834302.0,2772897.0,1412979.0,1406972.0,12394408.0,0.057754435,0.0294298,0.029304685,0.258153129,516.2131313,156
2020,10,자연독,0.0,0.0,0,3,1,100.18,13.7,20.0,8.3,10.5,1.5,19.4,1015.2,1023.5,1004.4,1020.8,1029.5,1009.8,69,8,228.9,0,0,51838016.0,2776718.0,1411693.0,1409284.0,12343456.0,0.05783402,0.029403015,0.02935284,0.257091891,516.2501187,146
2020,9,자연독,0.0,0.0,0,5,1,100.74,20.1,24.9,16.3,219.1,1.8,45.0,1006.9,1015.0,972.6,1012.1,1020.6,979.0,80,22,172.3,0,0,51841786.0,2779965.0,1408546.0,1411601.0,12287983.0,0.057901649,0.029337469,0.029401099,0.255936489,516.2876638,199
2020,8,자연독,0.0,0.0,0,0,0,100.19,26.4,30.5,23.5,420.8,1.8,36.4,1004.1,1010.6,965.8,1009.4,1015.7,997.5,85,17,161.3,0,0,51839953.0,2781731.0,1405419.0,1413862.0,12233064.0,0.057938432,0.029272339,0.029448191,0.254792625,516.2694091,184
2020,7,자연독,0.0,0.0,0,0,0,99.63,22.5,26.2,19.6,427.7,1.5,19.7,1002.2,1011.8,992.2,1007.3,1016.6,997.6,86,25,116.3,0,0,51839852.0,2782592.0,1403193.0,1417643.0,12177837.0,0.057956365,0.029225975,0.029526943,0.253642346,516.2684032,294
2020,6,자연독,0.0,0.0,0,0,0,99.71,22.7,28.0,18.2,182.9,1.7,22.1,1001.5,1011.2,972.6,1006.7,1016.7,989.3,75,14,222.8,0,0,51839408.0,2783942.0,1399320.0,1423362.0,12131817.0,0.057984483,0.029145308,0.029646059,0.252683833,516.2639815,220
2020,5,자연독,0.0,0.0,0,4,1,99.44,17.6,23.1,12.6,103.5,1.9,19.8,1005.5,1014.9,989.7,1010.8,1020.7,995.2,72,8,222.0,0,0,51841371.0,2784567.0,1397643.0,1427293.0,12074718.0,0.057997501,0.029110379,0.029727935,0.251494564,516.2835308,173
2020,4,자연독,0.0,0.0,0,0,0,99.5,10.6,17.1,4.3,41.0,2.3,18.4,1012.1,1021.7,1001.4,1017.7,1027.4,1007.0,55,2,277.0,126,1,51842524.0,2786256.0,1395503.0,1433356.0,12028482.0,0.058032679,0.029065807,0.029854216,0.250531552,516.2950134,216
2020,3,자연독,0.0,0.0,0,0,0,99.94,7.7,14.0,1.6,29.2,2.1,22.4,1012.6,1022.6,987.2,1018.2,1028.4,1003.0,60,1,247.9,30,1,51843195.0,2787741.0,1392950.0,1440056.0,11977895.0,0.058063609,0.029012632,0.029993765,0.249477916,516.3016959,379
2020,2,자연독,0.0,0.0,0,0,0,100.16,3.4,8.9,-1.6,58.7,1.8,26.8,1019.2,1030.7,1004.6,1025.0,1037.0,1010.6,67,5,193.8,8,1,51844627.0,2790830.0,1392393.0,1446805.0,11911847.0,0.058127947,0.029001031,0.030134335,0.248102255,516.315957,276
2020,1,자연독,0.0,0.0,0,4,1,100.09,2.5,7.4,-1.5,83.7,1.7,26.6,1017.7,1028.4,995.7,1023.6,1034.7,1001.4,68,9,157.1,18,1,51847509.0,2793368.0,1388326.0,1454533.0,11850618.0,0.058180809,0.028916323,0.030295295,0.246826966,516.3446586,201
2020,12,장염비브리오,0.0,0.0,0,3,1,100.33,0.4,5.9,-4.4,7.8,1.8,27.5,1020.7,1031.6,1008.4,1026.7,1037.8,1014.3,60,3,202.7,0,0,51829023.0,2771049.0,1415220.0,1403287.0,12446546.0,0.057715945,0.029476476,0.029227933,0.259239069,516.1605582,168
2020,11,장염비브리오,0.0,0.0,0,0,0,100.09,8.5,14.2,3.4,40.8,1.7,19.7,1019.4,1030.4,999.3,1025.1,1036.6,1004.8,65,6,185.0,0,0,51834302.0,2772897.0,1412979.0,1406972.0,12394408.0,0.057754435,0.0294298,0.029304685,0.258153129,516.2131313,156
2020,10,장염비브리오,0.0,0.0,0,3,1,100.18,13.7,20.0,8.3,10.5,1.5,19.4,1015.2,1023.5,1004.4,1020.8,1029.5,1009.8,69,8,228.9,0,0,51838016.0,2776718.0,1411693.0,1409284.0,12343456.0,0.05783402,0.029403015,0.02935284,0.257091891,516.2501187,146
2020,9,장염비브리오,1.0,6.0,1,5,1,100.74,20.1,24.9,16.3,219.1,1.8,45.0,1006.9,1015.0,972.6,1012.1,1020.6,979.0,80,22,172.3,0,0,51841786.0,2779965.0,1408546.0,1411601.0,12287983.0,0.057901649,0.029337469,0.029401099,0.255936489,516.2876638,199
2020,8,장염비브리오,2.0,6.0,1,0,0,100.19,26.4,30.5,23.5,420.8,1.8,36.4,1004.1,1010.6,965.8,1009.4,1015.7,997.5,85,17,161.3,0,0,51839953.0,2781731.0,1405419.0,1413862.0,12233064.0,0.057938432,0.029272339,0.029448191,0.254792625,516.2694091,184
2020,7,장염비브리오,0.0,0.0,0,0,0,99.63,22.5,26.2,19.6,427.7,1.5,19.7,1002.2,1011.8,992.2,1007.3,1016.6,997.6,86,25,116.3,0,0,51839852.0,2782592.0,1403193.0,1417643.0,12177837.0,0.057956365,0.029225975,0.029526943,0.253642346,516.2684032,294
2020,6,장염비브리오,0.0,0.0,0,0,0,99.71,22.7,28.0,18.2,182.9,1.7,22.1,1001.5,1011.2,972.6,1006.7,1016.7,989.3,75,14,222.8,0,0,51839408.0,2783942.0,1399320.0,1423362.0,12131817.0,0.057984483,0.029145308,0.029646059,0.252683833,516.2639815,220
2020,5,장염비브리오,0.0,0.0,0,4,1,99.44,17.6,23.1,12.6,103.5,1.9,19.8,1005.5,1014.9,989.7,1010.8,1020.7,995.2,72,8,222.0,0,0,51841371.0,2784567.0,1397643.0,1427293.0,12074718.0,0.057997501,0.029110379,0.029727935,0.251494564,516.2835308,173
2020,4,장염비브리오,0.0,0.0,0,0,0,99.5,10.6,17.1,4.3,41.0,2.3,18.4,1012.1,1021.7,1001.4,1017.7,1027.4,1007.0,55,2,277.0,126,1,51842524.0,2786256.0,1395503.0,1433356.0,12028482.0,0.058032679,0.029065807,0.029854216,0.250531552,516.2950134,216
2020,3,장염비브리오,0.0,0.0,0,0,0,99.94,7.7,14.0,1.6,29.2,2.1,22.4,1012.6,1022.6,987.2,1018.2,1028.4,1003.0,60,1,247.9,30,1,51843195.0,2787741.0,1392950.0,1440056.0,11977895.0,0.058063609,0.029012632,0.029993765,0.249477916,516.3016959,379
2020,2,장염비브리오,0.0,0.0,0,0,0,100.16,3.4,8.9,-1.6,58.7,1.8,26.8,1019.2,1030.7,1004.6,1025.0,1037.0,1010.6,67,5,193.8,8,1,51844627.0,2790830.0,1392393.0,1446805.0,11911847.0,0.058127947,0.029001031,0.030134335,0.248102255,516.315957,276
2020,1,장염비브리오,0.0,0.0,0,4,1,100.09,2.5,7.4,-1.5,83.7,1.7,26.6,1017.7,1028.4,995.7,1023.6,1034.7,1001.4,68,9,157.1,18,1,51847509.0,2793368.0,1388326.0,1454533.0,11850618.0,0.058180809,0.028916323,0.030295295,0.246826966,516.3446586,201
2020,12,캠필로박터제주니,0.0,0.0,0,3,1,100.33,0.4,5.9,-4.4,7.8,1.8,27.5,1020.7,1031.6,1008.4,1026.7,1037.8,1014.3,60,3,202.7,0,0,51829023.0,2771049.0,1415220.0,1403287.0,12446546.0,0.057715945,0.029476476,0.029227933,0.259239069,516.1605582,168
2020,11,캠필로박터제주니,1.0,15.0,1,0,0,100.09,8.5,14.2,3.4,40.8,1.7,19.7,1019.4,1030.4,999.3,1025.1,1036.6,1004.8,65,6,185.0,0,0,51834302.0,2772897.0,1412979.0,1406972.0,12394408.0,0.057754435,0.0294298,0.029304685,0.258153129,516.2131313,156
2020,10,캠필로박터제주니,0.0,0.0,0,3,1,100.18,13.7,20.0,8.3,10.5,1.5,19.4,1015.2,1023.5,1004.4,1020.8,1029.5,1009.8,69,8,228.9,0,0,51838016.0,2776718.0,1411693.0,1409284.0,12343456.0,0.05783402,0.029403015,0.02935284,0.257091891,516.2501187,146
2020,9,캠필로박터제주니,2.0,15.0,1,5,1,100.74,20.1,24.9,16.3,219.1,1.8,45.0,1006.9,1015.0,972.6,1012.1,1020.6,979.0,80,22,172.3,0,0,51841786.0,2779965.0,1408546.0,1411601.0,12287983.0,0.057901649,0.029337469,0.029401099,0.255936489,516.2876638,199
2020,8,캠필로박터제주니,1.0,21.0,1,0,0,100.19,26.4,30.5,23.5,420.8,1.8,36.4,1004.1,1010.6,965.8,1009.4,1015.7,997.5,85,17,161.3,0,0,51839953.0,2781731.0,1405419.0,1413862.0,12233064.0,0.057938432,0.029272339,0.029448191,0.254792625,516.2694091,184
2020,7,캠필로박터제주니,7.0,358.0,1,0,0,99.63,22.5,26.2,19.6,427.7,1.5,19.7,1002.2,1011.8,992.2,1007.3,1016.6,997.6,86,25,116.3,0,0,51839852.0,2782592.0,1403193.0,1417643.0,12177837.0,0.057956365,0.029225975,0.029526943,0.253642346,516.2684032,294
2020,6,캠필로박터제주니,2.0,62.0,1,0,0,99.71,22.7,28.0,18.2,182.9,1.7,22.1,1001.5,1011.2,972.6,1006.7,1016.7,989.3,75,14,222.8,0,0,51839408.0,2783942.0,1399320.0,1423362.0,12131817.0,0.057984483,0.029145308,0.029646059,0.252683833,516.2639815,220
2020,5,캠필로박터제주니,0.0,0.0,0,4,1,99.44,17.6,23.1,12.6,103.5,1.9,19.8,1005.5,1014.9,989.7,1010.8,1020.7,995.2,72,8,222.0,0,0,51841371.0,2784567.0,1397643.0,1427293.0,12074718.0,0.057997501,0.029110379,0.029727935,0.251494564,516.2835308,173
2020,4,캠필로박터제주니,1.0,6.0,1,0,0,99.5,10.6,17.1,4.3,41.0,2.3,18.4,1012.1,1021.7,1001.4,1017.7,1027.4,1007.0,55,2,277.0,126,1,51842524.0,2786256.0,1395503.0,1433356.0,12028482.0,0.058032679,0.029065807,0.029854216,0.250531552,516.2950134,216
2020,3,캠필로박터제주니,0.0,0.0,0,0,0,99.94,7.7,14.0,1.6,29.2,2.1,22.4,1012.6,1022.6,987.2,1018.2,1028.4,1003.0,60,1,247.9,30,1,51843195.0,2787741.0,1392950.0,1440056.0,11977895.0,0.058063609,0.029012632,0.029993765,0.249477916,516.3016959,379
2020,2,캠필로박터제주니,1.0,9.0,1,0,0,100.16,3.4,8.9,-1.6,58.7,1.8,26.8,1019.2,1030.7,1004.6,1025.0,1037.0,1010.6,67,5,193.8,8,1,51844627.0,2790830.0,1392393.0,1446805.0,11911847.0,0.058127947,0.029001031,0.030134335,0.248102255,516.315957,276
2020,1,캠필로박터제주니,2.0,29.0,1,4,1,100.09,2.5,7.4,-1.5,83.7,1.7,26.6,1017.7,1028.4,995.7,1023.6,1034.7,1001.4,68,9,157.1,18,1,51847509.0,2793368.0,1388326.0,1454533.0,11850618.0,0.058180809,0.028916323,0.030295295,0.246826966,516.3446586,201
2020,12,클로스트리디움보톨리눔,0.0,0.0,0,3,1,100.33,0.4,5.9,-4.4,7.8,1.8,27.5,1020.7,1031.6,1008.4,1026.7,1037.8,1014.3,60,3,202.7,0,0,51829023.0,2771049.0,1415220.0,1403287.0,12446546.0,0.057715945,0.029476476,0.029227933,0.259239069,516.1605582,168
2020,11,클로스트리디움보톨리눔,0.0,0.0,0,0,0,100.09,8.5,14.2,3.4,40.8,1.7,19.7,1019.4,1030.4,999.3,1025.1,1036.6,1004.8,65,6,185.0,0,0,51834302.0,2772897.0,1412979.0,1406972.0,12394408.0,0.057754435,0.0294298,0.029304685,0.258153129,516.2131313,156
2020,10,클로스트리디움보톨리눔,0.0,0.0,0,3,1,100.18,13.7,20.0,8.3,10.5,1.5,19.4,1015.2,1023.5,1004.4,1020.8,1029.5,1009.8,69,8,228.9,0,0,51838016.0,2776718.0,1411693.0,1409284.0,12343456.0,0.05783402,0.029403015,0.02935284,0.257091891,516.2501187,146
2020,9,클로스트리디움보톨리눔,0.0,0.0,0,5,1,100.74,20.1,24.9,16.3,219.1,1.8,45.0,1006.9,1015.0,972.6,1012.1,1020.6,979.0,80,22,172.3,0,0,51841786.0,2779965.0,1408546.0,1411601.0,12287983.0,0.057901649,0.029337469,0.029401099,0.255936489,516.2876638,199
2020,8,클로스트리디움보톨리눔,0.0,0.0,0,0,0,100.19,26.4,30.5,23.5,420.8,1.8,36.4,1004.1,1010.6,965.8,1009.4,1015.7,997.5,85,17,161.3,0,0,51839953.0,2781731.0,1405419.0,1413862.0,12233064.0,0.057938432,0.029272339,0.029448191,0.254792625,516.2694091,184
2020,7,클로스트리디움보톨리눔,0.0,0.0,0,0,0,99.63,22.5,26.2,19.6,427.7,1.5,19.7,1002.2,1011.8,992.2,1007.3,1016.6,997.6,86,25,116.3,0,0,51839852.0,2782592.0,1403193.0,1417643.0,12177837.0,0.057956365,0.029225975,0.029526943,0.253642346,516.2684032,294
2020,6,클로스트리디움보톨리눔,0.0,0.0,0,0,0,99.71,22.7,28.0,18.2,182.9,1.7,22.1,1001.5,1011.2,972.6,1006.7,1016.7,989.3,75,14,222.8,0,0,51839408.0,2783942.0,1399320.0,1423362.0,12131817.0,0.057984483,0.029145308,0.029646059,0.252683833,516.2639815,220
2020,5,클로스트리디움보톨리눔,0.0,0.0,0,4,1,99.44,17.6,23.1,12.6,103.5,1.9,19.8,1005.5,1014.9,989.7,1010.8,1020.7,995.2,72,8,222.0,0,0,51841371.0,2784567.0,1397643.0,1427293.0,12074718.0,0.057997501,0.029110379,0.029727935,0.251494564,516.2835308,173
2020,4,클로스트리디움보톨리눔,0.0,0.0,0,0,0,99.5,10.6,17.1,4.3,41.0,2.3,18.4,1012.1,1021.7,1001.4,1017.7,1027.4,1007.0,55,2,277.0,126,1,51842524.0,2786256.0,1395503.0,1433356.0,12028482.0,0.058032679,0.029065807,0.029854216,0.250531552,516.2950134,216
2020,3,클로스트리디움보톨리눔,0.0,0.0,0,0,0,99.94,7.7,14.0,1.6,29.2,2.1,22.4,1012.6,1022.6,987.2,1018.2,1028.4,1003.0,60,1,247.9,30,1,51843195.0,2787741.0,1392950.0,1440056.0,11977895.0,0.058063609,0.029012632,0.029993765,0.249477916,516.3016959,379
2020,2,클로스트리디움보톨리눔,0.0,0.0,0,0,0,100.16,3.4,8.9,-1.6,58.7,1.8,26.8,1019.2,1030.7,1004.6,1025.0,1037.0,1010.6,67,5,193.8,8,1,51844627.0,2790830.0,1392393.0,1446805.0,11911847.0,0.058127947,0.029001031,0.030134335,0.248102255,516.315957,276
2020,1,클로스트리디움보톨리눔,0.0,0.0,0,4,1,100.09,2.5,7.4,-1.5,83.7,1.7,26.6,1017.7,1028.4,995.7,1023.6,1034.7,1001.4,68,9,157.1,18,1,51847509.0,2793368.0,1388326.0,1454533.0,11850618.0,0.058180809,0.028916323,0.030295295,0.246826966,516.3446586,201
2020,12,클로스트리디움퍼프린젠스,1.0,44.0,1,3,1,100.33,0.4,5.9,-4.4,7.8,1.8,27.5,1020.7,1031.6,1008.4,1026.7,1037.8,1014.3,60,3,202.7,0,0,51829023.0,2771049.0,1415220.0,1403287.0,12446546.0,0.057715945,0.029476476,0.029227933,0.259239069,516.1605582,168
2020,11,클로스트리디움퍼프린젠스,1.0,10.0,1,0,0,100.09,8.5,14.2,3.4,40.8,1.7,19.7,1019.4,1030.4,999.3,1025.1,1036.6,1004.8,65,6,185.0,0,0,51834302.0,2772897.0,1412979.0,1406972.0,12394408.0,0.057754435,0.0294298,0.029304685,0.258153129,516.2131313,156
2020,10,클로스트리디움퍼프린젠스,0.0,0.0,0,3,1,100.18,13.7,20.0,8.3,10.5,1.5,19.4,1015.2,1023.5,1004.4,1020.8,1029.5,1009.8,69,8,228.9,0,0,51838016.0,2776718.0,1411693.0,1409284.0,12343456.0,0.05783402,0.029403015,0.02935284,0.257091891,516.2501187,146
2020,9,클로스트리디움퍼프린젠스,2.0,31.0,1,5,1,100.74,20.1,24.9,16.3,219.1,1.8,45.0,1006.9,1015.0,972.6,1012.1,1020.6,979.0,80,22,172.3,0,0,51841786.0,2779965.0,1408546.0,1411601.0,12287983.0,0.057901649,0.029337469,0.029401099,0.255936489,516.2876638,199
2020,8,클로스트리디움퍼프린젠스,1.0,6.0,1,0,0,100.19,26.4,30.5,23.5,420.8,1.8,36.4,1004.1,1010.6,965.8,1009.4,1015.7,997.5,85,17,161.3,0,0,51839953.0,2781731.0,1405419.0,1413862.0,12233064.0,0.057938432,0.029272339,0.029448191,0.254792625,516.2694091,184
2020,7,클로스트리디움퍼프린젠스,0.0,0.0,0,0,0,99.63,22.5,26.2,19.6,427.7,1.5,19.7,1002.2,1011.8,992.2,1007.3,1016.6,997.6,86,25,116.3,0,0,51839852.0,2782592.0,1403193.0,1417643.0,12177837.0,0.057956365,0.029225975,0.029526943,0.253642346,516.2684032,294
2020,6,클로스트리디움퍼프린젠스,1.0,39.0,1,0,0,99.71,22.7,28.0,18.2,182.9,1.7,22.1,1001.5,1011.2,972.6,1006.7,1016.7,989.3,75,14,222.8,0,0,51839408.0,2783942.0,1399320.0,1423362.0,12131817.0,0.057984483,0.029145308,0.029646059,0.252683833,516.2639815,220
2020,5,클로스트리디움퍼프린젠스,0.0,0.0,0,4,1,99.44,17.6,23.1,12.6,103.5,1.9,19.8,1005.5,1014.9,989.7,1010.8,1020.7,995.2,72,8,222.0,0,0,51841371.0,2784567.0,1397643.0,1427293.0,12074718.0,0.057997501,0.029110379,0.029727935,0.251494564,516.2835308,173
2020,4,클로스트리디움퍼프린젠스,0.0,0.0,0,0,0,99.5,10.6,17.1,4.3,41.0,2.3,18.4,1012.1,1021.7,1001.4,1017.7,1027.4,1007.0,55,2,277.0,126,1,51842524.0,2786256.0,1395503.0,1433356.0,12028482.0,0.058032679,0.029065807,0.029854216,0.250531552,516.2950134,216
2020,3,클로스트리디움퍼프린젠스,0.0,0.0,0,0,0,99.94,7.7,14.0,1.6,29.2,2.1,22.4,1012.6,1022.6,987.2,1018.2,1028.4,1003.0,60,1,247.9,30,1,51843195.0,2787741.0,1392950.0,1440056.0,11977895.0,0.058063609,0.029012632,0.029993765,0.249477916,516.3016959,379
2020,2,클로스트리디움퍼프린젠스,0.0,0.0,0,0,0,100.16,3.4,8.9,-1.6,58.7,1.8,26.8,1019.2,1030.7,1004.6,1025.0,1037.0,1010.6,67,5,193.8,8,1,51844627.0,2790830.0,1392393.0,1446805.0,11911847.0,0.058127947,0.029001031,0.030134335,0.248102255,516.315957,276
2020,1,클로스트리디움퍼프린젠스,2.0,77.0,1,4,1,100.09,2.5,7.4,-1.5,83.7,1.7,26.6,1017.7,1028.4,995.7,1023.6,1034.7,1001.4,68,9,157.1,18,1,51847509.0,2793368.0,1388326.0,1454533.0,11850618.0,0.058180809,0.028916323,0.030295295,0.246826966,516.3446586,201
2020,12,화학물질,0.0,0.0,0,3,1,100.33,0.4,5.9,-4.4,7.8,1.8,27.5,1020.7,1031.6,1008.4,1026.7,1037.8,1014.3,60,3,202.7,0,0,51829023.0,2771049.0,1415220.0,1403287.0,12446546.0,0.057715945,0.029476476,0.029227933,0.259239069,516.1605582,168
2020,11,화학물질,0.0,0.0,0,0,0,100.09,8.5,14.2,3.4,40.8,1.7,19.7,1019.4,1030.4,999.3,1025.1,1036.6,1004.8,65,6,185.0,0,0,51834302.0,2772897.0,1412979.0,1406972.0,12394408.0,0.057754435,0.0294298,0.029304685,0.258153129,516.2131313,156
2020,10,화학물질,0.0,0.0,0,3,1,100.18,13.7,20.0,8.3,10.5,1.5,19.4,1015.2,1023.5,1004.4,1020.8,1029.5,1009.8,69,8,228.9,0,0,51838016.0,2776718.0,1411693.0,1409284.0,12343456.0,0.05783402,0.029403015,0.02935284,0.257091891,516.2501187,146
2020,9,화학물질,0.0,0.0,0,5,1,100.74,20.1,24.9,16.3,219.1,1.8,45.0,1006.9,1015.0,972.6,1012.1,1020.6,979.0,80,22,172.3,0,0,51841786.0,2779965.0,1408546.0,1411601.0,12287983.0,0.057901649,0.029337469,0.029401099,0.255936489,516.2876638,199
2020,8,화학물질,0.0,0.0,0,0,0,100.19,26.4,30.5,23.5,420.8,1.8,36.4,1004.1,1010.6,965.8,1009.4,1015.7,997.5,85,17,161.3,0,0,51839953.0,2781731.0,1405419.0,1413862.0,12233064.0,0.057938432,0.029272339,0.029448191,0.254792625,516.2694091,184
2020,7,화학물질,0.0,0.0,0,0,0,99.63,22.5,26.2,19.6,427.7,1.5,19.7,1002.2,1011.8,992.2,1007.3,1016.6,997.6,86,25,116.3,0,0,51839852.0,2782592.0,1403193.0,1417643.0,12177837.0,0.057956365,0.029225975,0.029526943,0.253642346,516.2684032,294
2020,6,화학물질,0.0,0.0,0,0,0,99.71,22.7,28.0,18.2,182.9,1.7,22.1,1001.5,1011.2,972.6,1006.7,1016.7,989.3,75,14,222.8,0,0,51839408.0,2783942.0,1399320.0,1423362.0,12131817.0,0.057984483,0.029145308,0.029646059,0.252683833,516.2639815,220
2020,5,화학물질,0.0,0.0,0,4,1,99.44,17.6,23.1,12.6,103.5,1.9,19.8,1005.5,1014.9,989.7,1010.8,1020.7,995.2,72,8,222.0,0,0,51841371.0,2784567.0,1397643.0,1427293.0,12074718.0,0.057997501,0.029110379,0.029727935,0.251494564,516.2835308,173
2020,4,화학물질,0.0,0.0,0,0,0,99.5,10.6,17.1,4.3,41.0,2.3,18.4,1012.1,1021.7,1001.4,1017.7,1027.4,1007.0,55,2,277.0,126,1,51842524.0,2786256.0,1395503.0,1433356.0,12028482.0,0.058032679,0.029065807,0.029854216,0.250531552,516.2950134,216
2020,3,화학물질,0.0,0.0,0,0,0,99.94,7.7,14.0,1.6,29.2,2.1,22.4,1012.6,1022.6,987.2,1018.2,1028.4,1003.0,60,1,247.9,30,1,51843195.0,2787741.0,1392950.0,1440056.0,11977895.0,0.058063609,0.029012632,0.029993765,0.249477916,516.3016959,379
2020,2,화학물질,0.0,0.0,0,0,0,100.16,3.4,8.9,-1.6,58.7,1.8,26.8,1019.2,1030.7,1004.6,1025.0,1037.0,1010.6,67,5,193.8,8,1,51844627.0,2790830.0,1392393.0,1446805.0,11911847.0,0.058127947,0.029001031,0.030134335,0.248102255,516.315957,276
2020,1,화학물질,0.0,0.0,0,4,1,100.09,2.5,7.4,-1.5,83.7,1.7,26.6,1017.7,1028.4,995.7,1023.6,1034.7,1001.4,68,9,157.1,18,1,51847509.0,2793368.0,1388326.0,1454533.0,11850618.0,0.058180809,0.028916323,0.030295295,0.246826966,516.3446586,201
2020,12,황색포도상구균,0.0,0.0,0,3,1,100.33,0.4,5.9,-4.4,7.8,1.8,27.5,1020.7,1031.6,1008.4,1026.7,1037.8,1014.3,60,3,202.7,0,0,51829023.0,2771049.0,1415220.0,1403287.0,12446546.0,0.057715945,0.029476476,0.029227933,0.259239069,516.1605582,168
2020,11,황색포도상구균,0.0,0.0,0,0,0,100.09,8.5,14.2,3.4,40.8,1.7,19.7,1019.4,1030.4,999.3,1025.1,1036.6,1004.8,65,6,185.0,0,0,51834302.0,2772897.0,1412979.0,1406972.0,12394408.0,0.057754435,0.0294298,0.029304685,0.258153129,516.2131313,156
2020,10,황색포도상구균,0.0,0.0,0,3,1,100.18,13.7,20.0,8.3,10.5,1.5,19.4,1015.2,1023.5,1004.4,1020.8,1029.5,1009.8,69,8,228.9,0,0,51838016.0,2776718.0,1411693.0,1409284.0,12343456.0,0.05783402,0.029403015,0.02935284,0.257091891,516.2501187,146
2020,9,황색포도상구균,0.0,0.0,0,5,1,100.74,20.1,24.9,16.3,219.1,1.8,45.0,1006.9,1015.0,972.6,1012.1,1020.6,979.0,80,22,172.3,0,0,51841786.0,2779965.0,1408546.0,1411601.0,12287983.0,0.057901649,0.029337469,0.029401099,0.255936489,516.2876638,199
2020,8,황색포도상구균,0.0,0.0,0,0,0,100.19,26.4,30.5,23.5,420.8,1.8,36.4,1004.1,1010.6,965.8,1009.4,1015.7,997.5,85,17,161.3,0,0,51839953.0,2781731.0,1405419.0,1413862.0,12233064.0,0.057938432,0.029272339,0.029448191,0.254792625,516.2694091,184
2020,7,황색포도상구균,0.0,0.0,0,0,0,99.63,22.5,26.2,19.6,427.7,1.5,19.7,1002.2,1011.8,992.2,1007.3,1016.6,997.6,86,25,116.3,0,0,51839852.0,2782592.0,1403193.0,1417643.0,12177837.0,0.057956365,0.029225975,0.029526943,0.253642346,516.2684032,294
2020,6,황색포도상구균,0.0,0.0,0,0,0,99.71,22.7,28.0,18.2,182.9,1.7,22.1,1001.5,1011.2,972.6,1006.7,1016.7,989.3,75,14,222.8,0,0,51839408.0,2783942.0,1399320.0,1423362.0,12131817.0,0.057984483,0.029145308,0.029646059,0.252683833,516.2639815,220
2020,5,황색포도상구균,0.0,0.0,0,4,1,99.44,17.6,23.1,12.6,103.5,1.9,19.8,1005.5,1014.9,989.7,1010.8,1020.7,995.2,72,8,222.0,0,0,51841371.0,2784567.0,1397643.0,1427293.0,12074718.0,0.057997501,0.029110379,0.029727935,0.251494564,516.2835308,173
2020,4,황색포도상구균,0.0,0.0,0,0,0,99.5,10.6,17.1,4.3,41.0,2.3,18.4,1012.1,1021.7,1001.4,1017.7,1027.4,1007.0,55,2,277.0,126,1,51842524.0,2786256.0,1395503.0,1433356.0,12028482.0,0.058032679,0.029065807,0.029854216,0.250531552,516.2950134,216
2020,3,황색포도상구균,0.0,0.0,0,0,0,99.94,7.7,14.0,1.6,29.2,2.1,22.4,1012.6,1022.6,987.2,1018.2,1028.4,1003.0,60,1,247.9,30,1,51843195.0,2787741.0,1392950.0,1440056.0,11977895.0,0.058063609,0.029012632,0.029993765,0.249477916,516.3016959,379
2020,2,황색포도상구균,1.0,4.0,1,0,0,100.16,3.4,8.9,-1.6,58.7,1.8,26.8,1019.2,1030.7,1004.6,1025.0,1037.0,1010.6,67,5,193.8,8,1,51844627.0,2790830.0,1392393.0,1446805.0,11911847.0,0.058127947,0.029001031,0.030134335,0.248102255,516.315957,276
2020,1,황색포도상구균,0.0,0.0,0,4,1,100.09,2.5,7.4,-1.5,83.7,1.7,26.6,1017.7,1028.4,995.7,1023.6,1034.7,1001.4,68,9,157.1,18,1,51847509.0,2793368.0,1388326.0,1454533.0,11850618.0,0.058180809,0.028916323,0.030295295,0.246826966,516.3446586,201
